context,objectType,query,articleType,granularTopic,broadTopic,date,startPage,pageLength,sortBy,showFacets,journal,showResult,logmsg
catalyst,catalyst-article,value,Case+Study,Patient+Engagement,cat-bt-003,past10Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-2013-total-4
catalyst,catalyst-article,health,Talk,Patient+Engagement,cat-bt-008,past10Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-2015-total-7
catalyst,catalyst-article,health,Talk,Patient+Engagement,New+Models+of+Care,past10Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-2015-total-7
catalyst,catalyst-article,medicare,Article,Patient+Engagement,cat-bt-008,past5Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-2029-total-17
catalyst,catalyst-article,medicare,Article,Patient+Engagement,Alternative+Payment+Models+(APM),past5Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-2029-total-17
catalyst,catalyst-article,care,Insights+Report,patient-engagement,cat-bt-008,past10Years,1,100,relevance,Y,catalyst,short,QAUTO-5818-generated-no-2032-total-3
catalyst,catalyst-article,care,Insights+Report,patient-engagement,Culture+of+Health,past10Years,1,100,relevance,Y,catalyst,short,QAUTO-5818-generated-no-2032-total-3
catalyst,catalyst-article,system,Talk,patient-engagement,cat-bt-003,past10Years,1,100,pubdate-descending,Y,cat-non-issue,short,QAUTO-5818-generated-no-2035-total-5
catalyst,catalyst-article,system,Talk,patient-engagement,Culture+of+Health,past10Years,1,100,pubdate-descending,Y,cat-non-issue,short,QAUTO-5818-generated-no-2035-total-5
catalyst,catalyst-article,value,Article,patient-engagement,Patient-Centered+Care,past5Years,1,100,Most+Relevant,Y,carryover,short,QAUTO-5818-generated-no-2049-total-34
catalyst,catalyst-article,value,Article,patient-engagement,cat-bt-008,past5Years,1,100,Most+Relevant,Y,carryover,short,QAUTO-5818-generated-no-2049-total-34
catalyst,catalyst-article,value,In+Depth,Shared+Decision-Making,Culture+of+Health,past10Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-2061-total-3
catalyst,catalyst-article,value,In+Depth,Shared+Decision-Making,cat-bt-008,past10Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-2061-total-3
catalyst,catalyst-article,system,Talk,Shared+Decision-Making,cat-bt-008,past10Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-2063-total-3
catalyst,catalyst-article,system,Talk,Shared+Decision-Making,cat-bt-002,past10Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-2063-total-3
catalyst,catalyst-article,system,Article,Shared+Decision-Making,Analytics+and+Outcomes,past10Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-2077-total-6
catalyst,catalyst-article,system,Article,Shared+Decision-Making,cat-bt-002,past10Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-2077-total-6
catalyst,catalyst-article,system,In+Depth,shared-decision-making,cat-bt-008,past10Years,1,100,citedByCount-descending,Y,catalyst,short,QAUTO-5818-generated-no-2086-total-3
catalyst,catalyst-article,system,In+Depth,shared-decision-making,cat-bt-003,past10Years,1,100,citedByCount-descending,Y,catalyst,short,QAUTO-5818-generated-no-2086-total-3
catalyst,catalyst-article,health,Talk,shared-decision-making,cat-bt-008,past10Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-2095-total-4
catalyst,catalyst-article,health,Talk,shared-decision-making,Patient-Centered+Care,past10Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-2095-total-4
catalyst,catalyst-article,health,Article,shared-decision-making,Patient-Centered+Care,past5Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-2109-total-5
catalyst,catalyst-article,health,Article,shared-decision-making,cat-bt-008,past5Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-2109-total-5
catalyst,catalyst-article,care,In+Depth,Shared+Decision+Making,Patient-Centered+Care,past10Years,1,100,Latest,Y,catalyst,short,QAUTO-5818-generated-no-2122-total-3
catalyst,catalyst-article,care,In+Depth,Shared+Decision+Making,cat-bt-003,past10Years,1,100,Latest,Y,catalyst,short,QAUTO-5818-generated-no-2122-total-3
catalyst,catalyst-article,system,Talk,Shared+Decision+Making,cat-bt-002,past10Years,1,100,Most+Relevant,Y,cat-non-issue,short,QAUTO-5818-generated-no-2129-total-3
catalyst,catalyst-article,system,Talk,Shared+Decision+Making,Analytics+and+Outcomes,past10Years,1,100,Most+Relevant,Y,cat-non-issue,short,QAUTO-5818-generated-no-2129-total-3
catalyst,catalyst-article,system,Article,Shared+Decision+Making,cat-bt-008,past5Years,1,100,Most+Cited,Y,carryover,short,QAUTO-5818-generated-no-2143-total-4
catalyst,catalyst-article,system,Article,Shared+Decision+Making,Patient-Centered+Care,past5Years,1,100,Most+Cited,Y,carryover,short,QAUTO-5818-generated-no-2143-total-4
catalyst,catalyst-article,care,Article,Digital+Health,cat-bt-002,past10Years,1,100,Most+Relevant,Y,catalyst,short,QAUTO-5818-generated-no-2145-total-10
catalyst,catalyst-article,care,Article,Digital+Health,cat-bt-008,past10Years,1,100,Most+Relevant,Y,catalyst,short,QAUTO-5818-generated-no-2145-total-10
catalyst,catalyst-article,system,Talk,Digital+Health,cat-bt-006,past10Years,1,100,pubdate-ascending,Y,cat-non-issue,short,QAUTO-5818-generated-no-2149-total-6
catalyst,catalyst-article,system,Talk,Digital+Health,Market+Landscape,past10Years,1,100,pubdate-ascending,Y,cat-non-issue,short,QAUTO-5818-generated-no-2149-total-6
catalyst,catalyst-article,value,Article,Digital+Health,cat-bt-008,past5Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-2163-total-49
catalyst,catalyst-article,value,Article,Digital+Health,cat-bt-006,past5Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-2163-total-49
catalyst,catalyst-article,health,Article,digital-health,cat-bt-002,past10Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-2165-total-10
catalyst,catalyst-article,health,Article,digital-health,Patient-Centered+Care,past10Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-2165-total-10
catalyst,catalyst-article,value,Talk,digital-health,cat-bt-004,past10Years,1,100,pubdate-ascending,Y,cat-non-issue,short,QAUTO-5818-generated-no-2173-total-3
catalyst,catalyst-article,value,Talk,digital-health,cat-bt-001,past10Years,1,100,pubdate-ascending,Y,cat-non-issue,short,QAUTO-5818-generated-no-2173-total-3
catalyst,catalyst-article,value,Article,digital-health,Health+Technology,past5Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-2187-total-49
catalyst,catalyst-article,value,Article,digital-health,cat-bt-004,past5Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-2187-total-49
catalyst,catalyst-article,medicare,Article,Electronic+Health+Records,cat-bt-002,past10Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-2189-total-3
catalyst,catalyst-article,medicare,Article,Electronic+Health+Records,Health+Technology,past10Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-2189-total-3
catalyst,catalyst-article,health,Conversation,Electronic+Health+Records,Health+Care+Leadership,past10Years,1,100,Latest,Y,cat-non-issue,short,QAUTO-5818-generated-no-2202-total-4
catalyst,catalyst-article,health,Conversation,Electronic+Health+Records,cat-bt-007,past10Years,1,100,Latest,Y,cat-non-issue,short,QAUTO-5818-generated-no-2202-total-4
catalyst,catalyst-article,care,Article,Electronic+Health+Records,cat-bt-004,past5Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-2216-total-8
catalyst,catalyst-article,care,Article,Electronic+Health+Records,Patient-Centered+Care,past5Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-2216-total-8
catalyst,catalyst-article,health,Article,electronic-health-records,Culture+of+Health,past5Years,1,100,Latest,Y,catalyst,short,QAUTO-5818-generated-no-2218-total-4
catalyst,catalyst-article,health,Article,electronic-health-records,Health+Technology,past5Years,1,100,Latest,Y,catalyst,short,QAUTO-5818-generated-no-2218-total-4
catalyst,catalyst-article,care,Conversation,electronic-health-records,Health+Care+Leadership,past5Years,1,100,Latest,Y,cat-non-issue,short,QAUTO-5818-generated-no-2226-total-4
catalyst,catalyst-article,care,Conversation,electronic-health-records,Health+Technology,past5Years,1,100,Latest,Y,cat-non-issue,short,QAUTO-5818-generated-no-2226-total-4
catalyst,catalyst-article,system,Article,electronic-health-records,New+Models+of+Care,past10Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-2240-total-9
catalyst,catalyst-article,system,Article,electronic-health-records,Alternative+Payment+Models+(APM),past10Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-2240-total-9
catalyst,catalyst-article,medicare,Article,Data+Analytics,Analytics+and+Outcomes,past5Years,1,100,Latest,Y,catalyst,short,QAUTO-5818-generated-no-2242-total-8
catalyst,catalyst-article,medicare,Article,Data+Analytics,Health+Technology,past5Years,1,100,Latest,Y,catalyst,short,QAUTO-5818-generated-no-2242-total-8
catalyst,catalyst-article,system,Conversation,Data+Analytics,cat-bt-003,past10Years,1,100,pubdate-ascending,Y,cat-non-issue,short,QAUTO-5818-generated-no-2245-total-6
catalyst,catalyst-article,system,Conversation,Data+Analytics,cat-bt-004,past10Years,1,100,pubdate-ascending,Y,cat-non-issue,short,QAUTO-5818-generated-no-2245-total-6
catalyst,catalyst-article,care,Article,Data+Analytics,Analytics+and+Outcomes,past5Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-2259-total-14
catalyst,catalyst-article,care,Article,Data+Analytics,New+Models+of+Care,past5Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-2259-total-14
catalyst,catalyst-article,value,Article,data-analytics,cat-bt-005,past10Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-2261-total-10
catalyst,catalyst-article,value,Article,data-analytics,Analytics+and+Outcomes,past10Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-2261-total-10
catalyst,catalyst-article,value,Conversation,data-analytics,Health+Technology,past10Years,1,100,citedByCount-descending,Y,cat-non-issue,short,QAUTO-5818-generated-no-2270-total-3
catalyst,catalyst-article,value,Conversation,data-analytics,cat-bt-003,past10Years,1,100,citedByCount-descending,Y,cat-non-issue,short,QAUTO-5818-generated-no-2270-total-3
catalyst,catalyst-article,medicare,Article,data-analytics,cat-bt-008,past10Years,1,100,Oldest,Y,carryover,short,QAUTO-5818-generated-no-2284-total-7
catalyst,catalyst-article,medicare,Article,data-analytics,cat-bt-002,past10Years,1,100,Oldest,Y,carryover,short,QAUTO-5818-generated-no-2284-total-7
catalyst,catalyst-article,care,Article,Outcomes+Measurement,cat-bt-005,past10Years,1,100,citedByCount-descending,Y,catalyst,short,QAUTO-5818-generated-no-2286-total-11
catalyst,catalyst-article,care,Article,Outcomes+Measurement,cat-bt-007,past10Years,1,100,citedByCount-descending,Y,catalyst,short,QAUTO-5818-generated-no-2286-total-11
catalyst,catalyst-article,care,Talk,Outcomes+Measurement,cat-bt-001,past5Years,1,100,Oldest,Y,cat-non-issue,short,QAUTO-5818-generated-no-2292-total-5
catalyst,catalyst-article,care,Talk,Outcomes+Measurement,cat-bt-003,past5Years,1,100,Oldest,Y,cat-non-issue,short,QAUTO-5818-generated-no-2292-total-5
catalyst,catalyst-article,value,Article,Outcomes+Measurement,cat-bt-005,past5Years,1,100,Latest,Y,carryover,short,QAUTO-5818-generated-no-2306-total-13
catalyst,catalyst-article,value,Article,Outcomes+Measurement,Analytics+and+Outcomes,past5Years,1,100,Latest,Y,carryover,short,QAUTO-5818-generated-no-2306-total-13
catalyst,catalyst-article,health,Article,outcomes-measurement,cat-bt-005,past5Years,1,100,Oldest,Y,catalyst,short,QAUTO-5818-generated-no-2308-total-11
catalyst,catalyst-article,health,Article,outcomes-measurement,Analytics+and+Outcomes,past5Years,1,100,Oldest,Y,catalyst,short,QAUTO-5818-generated-no-2308-total-11
catalyst,catalyst-article,system,Talk,outcomes-measurement,Alternative+Payment+Models+(APM),past10Years,1,100,pubdate-ascending,Y,cat-non-issue,short,QAUTO-5818-generated-no-2317-total-4
catalyst,catalyst-article,system,Talk,outcomes-measurement,New+Models+of+Care,past10Years,1,100,pubdate-ascending,Y,cat-non-issue,short,QAUTO-5818-generated-no-2317-total-4
catalyst,catalyst-article,value,Article,outcomes-measurement,Analytics+and+Outcomes,past10Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-2331-total-15
catalyst,catalyst-article,value,Article,outcomes-measurement,New+Models+of+Care,past10Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-2331-total-15
catalyst,catalyst-article,value,Article,Clinical+Quality,Health+Care+Leadership,past5Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-2333-total-5
catalyst,catalyst-article,value,Article,Clinical+Quality,Analytics+and+Outcomes,past5Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-2333-total-5
catalyst,catalyst-article,system,Conversation,Clinical+Quality,Analytics+and+Outcomes,past10Years,1,100,Latest,Y,cat-non-issue,short,QAUTO-5818-generated-no-2346-total-7
catalyst,catalyst-article,system,Conversation,Clinical+Quality,cat-bt-004,past10Years,1,100,Latest,Y,cat-non-issue,short,QAUTO-5818-generated-no-2346-total-7
catalyst,catalyst-article,medicare,Article,Clinical+Quality,cat-bt-001,past10Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-2360-total-18
catalyst,catalyst-article,medicare,Article,Clinical+Quality,cat-bt-002,past10Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-2360-total-18
catalyst,catalyst-article,system,Article,clinical-quality,Health+Care+Leadership,past5Years,1,100,Latest,Y,catalyst,short,QAUTO-5818-generated-no-2362-total-6
catalyst,catalyst-article,system,Article,clinical-quality,cat-bt-003,past5Years,1,100,Latest,Y,catalyst,short,QAUTO-5818-generated-no-2362-total-6
catalyst,catalyst-article,system,Conversation,clinical-quality,Health+Care+Leadership,past10Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-2375-total-7
catalyst,catalyst-article,system,Conversation,clinical-quality,cat-bt-002,past10Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-2375-total-7
catalyst,catalyst-article,medicare,Article,clinical-quality,Health+Care+Leadership,past5Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-2389-total-16
catalyst,catalyst-article,medicare,Article,clinical-quality,cat-bt-008,past5Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-2389-total-16
catalyst,catalyst-article,value,Article,Patient+Safety,cat-bt-002,past10Years,1,100,Most+Cited,Y,catalyst,short,QAUTO-5818-generated-no-2391-total-5
catalyst,catalyst-article,value,Article,Patient+Safety,Analytics+and+Outcomes,past10Years,1,100,Most+Cited,Y,catalyst,short,QAUTO-5818-generated-no-2391-total-5
catalyst,catalyst-article,value,Conversation,Patient+Safety,Analytics+and+Outcomes,past5Years,1,100,Latest,Y,cat-non-issue,short,QAUTO-5818-generated-no-2394-total-5
catalyst,catalyst-article,value,Conversation,Patient+Safety,cat-bt-004,past5Years,1,100,Latest,Y,cat-non-issue,short,QAUTO-5818-generated-no-2394-total-5
catalyst,catalyst-article,system,Article,Patient+Safety,cat-bt-002,past5Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-2408-total-9
catalyst,catalyst-article,system,Article,Patient+Safety,Culture+of+Health,past5Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-2408-total-9
catalyst,catalyst-article,care,Article,patient-safety,cat-bt-003,past10Years,1,100,Latest,Y,catalyst,short,QAUTO-5818-generated-no-2410-total-8
catalyst,catalyst-article,care,Article,patient-safety,Analytics+and+Outcomes,past10Years,1,100,Latest,Y,catalyst,short,QAUTO-5818-generated-no-2410-total-8
catalyst,catalyst-article,health,Conversation,patient-safety,cat-bt-003,past5Years,1,100,citedByCount-descending,Y,cat-non-issue,short,QAUTO-5818-generated-no-2422-total-14
catalyst,catalyst-article,health,Conversation,patient-safety,cat-bt-007,past5Years,1,100,citedByCount-descending,Y,cat-non-issue,short,QAUTO-5818-generated-no-2422-total-14
catalyst,catalyst-article,medicare,Article,patient-safety,cat-bt-006,past10Years,1,100,Oldest,Y,carryover,short,QAUTO-5818-generated-no-2436-total-5
catalyst,catalyst-article,medicare,Article,patient-safety,Culture+of+Health,past10Years,1,100,Oldest,Y,carryover,short,QAUTO-5818-generated-no-2436-total-5
catalyst,catalyst-article,system,Article,Care+Coordination,New+Models+of+Care,past5Years,1,100,citedByCount-descending,Y,catalyst,short,QAUTO-5818-generated-no-2438-total-5
catalyst,catalyst-article,system,Article,Care+Coordination,Market+Landscape,past5Years,1,100,citedByCount-descending,Y,catalyst,short,QAUTO-5818-generated-no-2438-total-5
catalyst,catalyst-article,health,Conversation,Care+Coordination,Culture+of+Health,past5Years,1,100,relevance,Y,cat-non-issue,short,QAUTO-5818-generated-no-2440-total-7
catalyst,catalyst-article,health,Conversation,Care+Coordination,cat-bt-004,past5Years,1,100,relevance,Y,cat-non-issue,short,QAUTO-5818-generated-no-2440-total-7
catalyst,catalyst-article,care,Article,Care+Coordination,cat-bt-007,past10Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-2454-total-30
catalyst,catalyst-article,care,Article,Care+Coordination,cat-bt-003,past10Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-2454-total-30
catalyst,catalyst-article,care,Article,care-coordination,cat-bt-004,past10Years,1,100,relevance,Y,catalyst,short,QAUTO-5818-generated-no-2456-total-5
catalyst,catalyst-article,care,Article,care-coordination,cat-bt-006,past10Years,1,100,relevance,Y,catalyst,short,QAUTO-5818-generated-no-2456-total-5
catalyst,catalyst-article,care,Conversation,care-coordination,cat-bt-004,past5Years,1,100,pubdate-ascending,Y,cat-non-issue,short,QAUTO-5818-generated-no-2461-total-7
catalyst,catalyst-article,care,Conversation,care-coordination,cat-bt-007,past5Years,1,100,pubdate-ascending,Y,cat-non-issue,short,QAUTO-5818-generated-no-2461-total-7
catalyst,catalyst-article,care,Article,care-coordination,cat-bt-003,past5Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-2475-total-26
catalyst,catalyst-article,care,Article,care-coordination,cat-bt-001,past5Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-2475-total-26
catalyst,catalyst-article,care,Article,Care+Management,Patient-Centered+Care,past5Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-2477-total-7
catalyst,catalyst-article,care,Article,Care+Management,cat-bt-005,past5Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-2477-total-7
catalyst,catalyst-article,system,Conversation,Care+Management,New+Models+of+Care,past10Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-2479-total-7
catalyst,catalyst-article,system,Conversation,Care+Management,Culture+of+Health,past10Years,1,100,Most+Cited,Y,cat-non-issue,short,QAUTO-5818-generated-no-2479-total-7
catalyst,catalyst-article,health,Article,Care+Management,Health+Care+Leadership,past10Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-2493-total-68
catalyst,catalyst-article,health,Article,Care+Management,cat-bt-004,past10Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-2493-total-68
catalyst,catalyst-article,care,Article,care-management,New+Models+of+Care,past5Years,1,100,Most+Cited,Y,catalyst,short,QAUTO-5818-generated-no-2495-total-7
catalyst,catalyst-article,care,Article,care-management,Culture+of+Health,past5Years,1,100,Most+Cited,Y,catalyst,short,QAUTO-5818-generated-no-2495-total-7
catalyst,catalyst-article,health,Conversation,care-management,Culture+of+Health,past10Years,1,100,Latest,Y,cat-non-issue,short,QAUTO-5818-generated-no-2506-total-7
catalyst,catalyst-article,health,Conversation,care-management,cat-bt-004,past10Years,1,100,Latest,Y,cat-non-issue,short,QAUTO-5818-generated-no-2506-total-7
catalyst,catalyst-article,medicare,Article,care-management,cat-bt-005,past5Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-2520-total-22
catalyst,catalyst-article,medicare,Article,care-management,cat-bt-006,past5Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-2520-total-22
catalyst,catalyst-article,care,In+Depth,Chronic+Disease,Health+Care+Leadership,past5Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-2525-total-3
catalyst,catalyst-article,care,In+Depth,Chronic+Disease,Alternative+Payment+Models+(APM),past5Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-2525-total-3
catalyst,catalyst-article,medicare,Article,Chronic+Disease,cat-bt-006,past5Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-2552-total-14
catalyst,catalyst-article,medicare,Article,Chronic+Disease,cat-bt-007,past5Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-2552-total-14
catalyst,catalyst-article,value,In+Depth,chronic-disease,Alternative+Payment+Models+(APM),past5Years,1,100,pubdate-descending,Y,catalyst,short,QAUTO-5818-generated-no-2555-total-3
catalyst,catalyst-article,value,In+Depth,chronic-disease,cat-bt-004,past5Years,1,100,pubdate-descending,Y,catalyst,short,QAUTO-5818-generated-no-2555-total-3
catalyst,catalyst-article,medicare,Article,chronic-disease,cat-bt-008,past5Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-2582-total-14
catalyst,catalyst-article,medicare,Article,chronic-disease,cat-bt-007,past5Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-2582-total-14
catalyst,catalyst-article,care,Article,High+Utilizers,cat-bt-002,past10Years,1,100,Most+Cited,Y,carryover,short,QAUTO-5818-generated-no-2623-total-3
catalyst,catalyst-article,care,Article,High+Utilizers,Culture+of+Health,past10Years,1,100,Most+Cited,Y,carryover,short,QAUTO-5818-generated-no-2623-total-3
catalyst,catalyst-article,system,Article,high-utilizers,cat-bt-002,past10Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-2664-total-3
catalyst,catalyst-article,system,Article,high-utilizers,Culture+of+Health,past10Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-2664-total-3
catalyst,catalyst-article,value,From+the+Editors,Opioids,Health+Care+Leadership,past10Years,1,100,Oldest,Y,catalyst,short,QAUTO-5818-generated-no-2676-total-3
catalyst,catalyst-article,value,From+the+Editors,Opioids,cat-bt-004,past10Years,1,100,Oldest,Y,catalyst,short,QAUTO-5818-generated-no-2676-total-3
catalyst,catalyst-article,care,Article,Opioids,Health+Care+Leadership,past10Years,1,100,Most+Cited,Y,carryover,short,QAUTO-5818-generated-no-2703-total-5
catalyst,catalyst-article,care,Article,Opioids,cat-bt-003,past10Years,1,100,Most+Cited,Y,carryover,short,QAUTO-5818-generated-no-2703-total-5
catalyst,catalyst-article,value,From+the+Editors,opioids,Health+Care+Leadership,past10Years,1,100,pubdate-descending,Y,catalyst,short,QAUTO-5818-generated-no-2715-total-3
catalyst,catalyst-article,value,From+the+Editors,opioids,cat-bt-004,past10Years,1,100,pubdate-descending,Y,catalyst,short,QAUTO-5818-generated-no-2715-total-3
catalyst,catalyst-article,care,Article,opioids,cat-bt-004,past5Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-2742-total-4
catalyst,catalyst-article,care,Article,opioids,cat-bt-003,past5Years,1,100,citedByCount-descending,Y,carryover,short,QAUTO-5818-generated-no-2742-total-4
catalyst,catalyst-article,medicare,Article,Mental+and+Behavioral+Health,New+Models+of+Care,past5Years,1,100,relevance,Y,catalyst,short,QAUTO-5818-generated-no-2744-total-3
catalyst,catalyst-article,medicare,Article,Mental+and+Behavioral+Health,Culture+of+Health,past5Years,1,100,relevance,Y,catalyst,short,QAUTO-5818-generated-no-2744-total-3
catalyst,catalyst-article,care,Article,Mental+and+Behavioral+Health,cat-bt-002,past10Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-2771-total-7
catalyst,catalyst-article,care,Article,Mental+and+Behavioral+Health,cat-bt-007,past10Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-2771-total-7
catalyst,catalyst-article,system,Article,mental-and-behavioral-health,Health+Technology,past10Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-2773-total-6
catalyst,catalyst-article,system,Article,mental-and-behavioral-health,cat-bt-003,past10Years,1,100,pubdate-ascending,Y,catalyst,short,QAUTO-5818-generated-no-2773-total-6
catalyst,catalyst-article,medicare,Article,mental-and-behavioral-health,cat-bt-002,past5Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-2800-total-4
catalyst,catalyst-article,medicare,Article,mental-and-behavioral-health,New+Models+of+Care,past5Years,1,100,relevance,Y,carryover,short,QAUTO-5818-generated-no-2800-total-4
catalyst,catalyst-article,care,Article,Mental+And+Behavioral+Health,Culture+of+Health,past5Years,1,100,Latest,Y,catalyst,short,QAUTO-5818-generated-no-2802-total-6
catalyst,catalyst-article,care,Article,Mental+And+Behavioral+Health,New+Models+of+Care,past5Years,1,100,Latest,Y,catalyst,short,QAUTO-5818-generated-no-2802-total-6
catalyst,catalyst-article,care,Article,Mental+And+Behavioral+Health,cat-bt-003,past10Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-2829-total-7
catalyst,catalyst-article,care,Article,Mental+And+Behavioral+Health,cat-bt-007,past10Years,1,100,pubdate-ascending,Y,carryover,short,QAUTO-5818-generated-no-2829-total-7
catalyst,catalyst-article,health,Article,Population+Health,Market+Landscape,past5Years,1,100,Most+Cited,Y,catalyst,short,QAUTO-5818-generated-no-2831-total-11
catalyst,catalyst-article,health,Article,Population+Health,cat-bt-005,past5Years,1,100,Most+Cited,Y,catalyst,short,QAUTO-5818-generated-no-2831-total-11
catalyst,catalyst-article,health,Conversation,Population+Health,Alternative+Payment+Models+(APM),past10Years,1,100,Most+Relevant,Y,cat-non-issue,short,QAUTO-5818-generated-no-2841-total-7
catalyst,catalyst-article,health,Conversation,Population+Health,cat-bt-004,past10Years,1,100,Most+Relevant,Y,cat-non-issue,short,QAUTO-5818-generated-no-2841-total-7
catalyst,catalyst-article,care,Article,Population+Health,Health+Care+Leadership,past10Years,1,100,Most+Cited,Y,carryover,short,QAUTO-5818-generated-no-2855-total-42
catalyst,catalyst-article,care,Article,Population+Health,Patient-Centered+Care,past10Years,1,100,Most+Cited,Y,carryover,short,QAUTO-5818-generated-no-2855-total-42
catalyst,catalyst-article,care,Article,population-health,cat-bt-007,past5Years,1,100,Most+Relevant,Y,catalyst,short,QAUTO-5818-generated-no-2857-total-11
catalyst,catalyst-article,care,Article,population-health,Market+Landscape,past5Years,1,100,Most+Relevant,Y,catalyst,short,QAUTO-5818-generated-no-2857-total-11
catalyst,catalyst-article,value,Conversation,population-health,cat-bt-004,past5Years,1,100,pubdate-ascending,Y,cat-non-issue,short,QAUTO-5818-generated-no-2869-total-4
catalyst,catalyst-article,value,Conversation,population-health,Culture+of+Health,past5Years,1,100,pubdate-ascending,Y,cat-non-issue,short,QAUTO-5818-generated-no-2869-total-4
catalyst,catalyst-article,medicare,Article,population-health,Alternative+Payment+Models+(APM),past5Years,1,100,pubdate-descending,Y,carryover,short,QAUTO-5818-generated-no-2883-total-21
